1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
6,7361E-01
6,7361E-01
6,7361E-01
1,0000E+00
1,0000E+00
6,7361E-01
6,7361E-01
6,7361E-01
1,0000E+00
1,0000E+00
6,7361E-01
6,7361E-01
6,7361E-01
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
6,7361E-01
6,7361E-01
6,7361E-01
1,0000E+00
6,7361E-01
6,7361E-01
6,7361E-01
6,7361E-01
1,0000E+00
6,7361E-01
6,7361E-01
6,7361E-01
1,0000E+00
6,7361E-01
6,7361E-01
6,7361E-01
6,7361E-01
1,0000E+00
6,7361E-01
6,7361E-01
6,7361E-01
1,0000E+00
6,7361E-01
6,7361E-01
6,7361E-01
6,7361E-01
1,0000E+00
6,7361E-01
6,7361E-01
6,7361E-01
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
6,7361E-01
6,7361E-01
6,7361E-01
1,0000E+00
1,0000E+00
6,7361E-01
6,7361E-01
6,7361E-01
1,0000E+00
1,0000E+00
6,7361E-01
6,7361E-01
6,7361E-01
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
6,7361E-01
6,7361E-01
6,7361E-01
1,0000E+00
6,7361E-01
6,7361E-01
6,7361E-01
6,7361E-01
1,0000E+00
6,7361E-01
6,7361E-01
6,7361E-01
1,0000E+00
6,7361E-01
6,7361E-01
6,7361E-01
6,7361E-01
1,0000E+00
6,7361E-01
6,7361E-01
6,7361E-01
1,0000E+00
6,7361E-01
6,7361E-01
6,7361E-01
6,7361E-01
1,0000E+00
6,7361E-01
6,7361E-01
6,7361E-01
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
6,7361E-01
6,7361E-01
6,7361E-01
1,0000E+00
1,0000E+00
6,7361E-01
6,7361E-01
6,7361E-01
1,0000E+00
1,0000E+00
6,7361E-01
6,7361E-01
6,7361E-01
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
6,7361E-01
6,7361E-01
6,7361E-01
1,0000E+00
6,7361E-01
6,7361E-01
6,7361E-01
6,7361E-01
1,0000E+00
6,7361E-01
6,7361E-01
6,7361E-01
1,0000E+00
6,7361E-01
6,7361E-01
6,7361E-01
6,7361E-01
1,0000E+00
6,7361E-01
6,7361E-01
6,7361E-01
1,0000E+00
6,7361E-01
6,7361E-01
6,7361E-01
6,7361E-01
1,0000E+00
6,7361E-01
6,7361E-01
6,7361E-01
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
6,7361E-01
6,7361E-01
6,7361E-01
1,0000E+00
1,0000E+00
6,7361E-01
6,7361E-01
6,7361E-01
1,0000E+00
1,0000E+00
6,7361E-01
6,7361E-01
6,7361E-01
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
1,0000E+00
