6,8359E-02
1,8457E+00
8,5449E+00
2,3447E+01
4,8828E-02
6,4453E-02
1,7383E-01
4,7070E-01
1,0488E+00
8,3984E-02
1,8613E+00
8,5605E+00
2,3463E+01
1,3184E+00
1,3340E+00
1,4434E+00
1,7402E+00
2,3184E+00
1,9336E-01
1,9707E+00
8,6699E+00
2,3572E+01
6,1035E+00
6,1191E+00
6,2285E+00
6,5254E+00
7,1035E+00
4,9023E-01
2,2676E+00
8,9668E+00
2,3869E+01
1,6748E+01
1,6764E+01
1,6873E+01
1,7170E+01
1,7748E+01
1,0684E+00
2,8457E+00
9,5449E+00
2,4447E+01
8,7891E-02
1,0352E-01
2,1289E-01
5,0977E-01
1,0879E+00
1,0352E-01
7,5909E-01
1,8793E+00
3,8433E+00
1,1035E+00
2,1289E-01
1,6075E+00
3,0023E+00
5,2055E+00
1,2129E+00
5,0977E-01
3,0621E+00
4,5398E+00
6,1464E+00
1,5098E+00
1,0879E+00
1,1035E+00
1,2129E+00
1,5098E+00
2,0879E+00
8,3984E-02
1,8613E+00
8,5605E+00
2,3463E+01
6,4453E-02
9,5398E-01
2,1230E+00
4,0382E+00
1,0645E+00
8,5654E-01
8,7582E-01
3,7399E+00
9,3703E+00
1,3340E+00
6,5037E-01
4,8990E-01
1,0003E+00
2,3340E+00
1,7293E+00
6,2861E-01
2,3906E+00
4,7421E+00
6,1191E+00
2,6961E+00
1,7485E+00
3,0460E+00
7,1191E+00
3,1595E+00
1,2257E+00
4,0897E+00
7,7671E+00
1,6764E+01
6,4005E+00
2,5813E+00
4,0160E+00
1,7764E+01
1,0840E+00
2,8613E+00
9,5605E+00
2,4463E+01
2,3730E+00
2,3887E+00
2,4980E+00
2,7949E+00
3,3730E+00
2,3887E+00
1,1013E+00
7,6731E-01
1,4512E+00
3,3887E+00
2,4980E+00
7,6731E-01
1,6696E-01
1,0840E+00
3,4980E+00
2,7949E+00
1,4512E+00
1,0840E+00
1,8010E+00
3,7949E+00
3,3730E+00
3,3887E+00
3,4980E+00
3,7949E+00
4,3730E+00
1,9336E-01
1,9707E+00
8,6699E+00
2,3572E+01
1,7383E-01
2,3948E+00
3,9588E+00
5,9927E+00
1,1738E+00
2,2729E+00
6,2861E-01
2,3906E+00
4,1985E+00
1,4434E+00
4,8990E-01
1,5048E-01
8,0664E-01
2,4434E+00
3,4806E+00
1,5872E-01
2,6340E-01
-2,8534E+00
6,2285E+00
1,7485E+00
2,2525E-01
2,0652E+00
7,2285E+00
4,9334E+00
9,4534E-01
2,7074E+00
2,1714E+00
1,6873E+01
2,3095E+00
-3,4366E+00
-6,5505E-01
1,7873E+01
1,1934E+00
2,9707E+00
9,6699E+00
2,4572E+01
1,0986E+01
1,1002E+01
1,1111E+01
1,1408E+01
1,1986E+01
1,1002E+01
4,7836E+00
3,0328E+00
5,1335E+00
1,2002E+01
1,1111E+01
3,0328E+00
3,0154E-01
3,3495E+00
1,2111E+01
1,1408E+01
5,1335E+00
3,3495E+00
5,4834E+00
1,2408E+01
1,1986E+01
1,2002E+01
1,2111E+01
1,2408E+01
1,2986E+01
4,9023E-01
2,2676E+00
8,9668E+00
2,3869E+01
4,7070E-01
4,8195E+00
6,6584E+00
7,9037E+00
1,4707E+00
4,7220E+00
1,2257E+00
4,0897E+00
6,2046E+00
1,7402E+00
1,0003E+00
8,0664E-01
1,3501E+00
2,7402E+00
6,2648E+00
9,4534E-01
2,7074E+00
8,4005E-01
6,5254E+00
3,0460E+00
2,0652E+00
3,3959E+00
7,5254E+00
7,0250E+00
1,5756E+00
4,4396E+00
4,6013E+00
1,7170E+01
3,2347E+00
-1,3207E+00
8,5024E-01
1,8170E+01
1,4902E+00
3,2676E+00
9,9668E+00
2,4869E+01
3,0146E+01
3,0162E+01
3,0271E+01
3,0568E+01
3,1146E+01
3,0162E+01
1,2340E+01
6,3592E+00
9,9556E+00
3,1162E+01
3,0271E+01
6,6311E+00
-2,2702E+00
3,6665E+00
3,1271E+01
3,0568E+01
1,0737E+01
4,3322E+00
8,3524E+00
3,1568E+01
3,1146E+01
3,1162E+01
3,1271E+01
3,1568E+01
3,2146E+01
1,0684E+00
2,8457E+00
9,5449E+00
2,4447E+01
1,0488E+00
1,0645E+00
1,1738E+00
1,4707E+00
2,0488E+00
1,0840E+00
2,8613E+00
9,5605E+00
2,4463E+01
2,3184E+00
2,3340E+00
2,4434E+00
2,7402E+00
3,3184E+00
1,1934E+00
2,9707E+00
9,6699E+00
2,4572E+01
7,1035E+00
7,1191E+00
7,2285E+00
7,5254E+00
8,1035E+00
1,4902E+00
3,2676E+00
9,9668E+00
2,4869E+01
1,7748E+01
1,7764E+01
1,7873E+01
1,8170E+01
1,8748E+01
2,0684E+00
3,8457E+00
1,0545E+01
2,5447E+01
